Date,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE,CBSA_NAME
2018-09-03,4.3,18,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-04,7.6,32,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-05,16.4,60,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-06,16.3,60,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-07,5.6,23,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-08,2.5,10,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-09,3.4,14,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-10,4.2,18,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-11,4.3,18,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-12,4,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-13,4.1,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-14,4,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-15,4.5,19,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-16,3.4,14,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-17,3.3,14,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-18,4.4,18,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-19,4.6,19,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-20,5.7,24,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-21,5.9,25,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-22,4.5,19,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-23,6.8,28,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-24,6.2,26,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-25,5.6,23,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-26,7,29,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-27,7,29,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-28,7.6,32,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-29,10.1,42,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-01,5.6,23,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-02,4.6,19,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-03,6.2,26,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-04,6.3,26,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-05,6.9,29,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-06,10,42,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-07,15.8,59,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-08,8.1,34,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-09,4.7,20,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-10,9.9,41,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-11,8.5,35,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-12,7,29,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-13,8.4,35,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-14,2.6,11,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-15,3.7,15,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-16,4.4,18,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-17,5.9,25,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-18,12.5,52,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-19,15.2,58,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-20,18.7,65,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-21,28.6,86,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-22,26.5,81,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-23,17.4,62,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-24,14.5,56,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-25,8.4,35,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-26,7.6,32,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-27,10,42,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-28,3,13,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-29,7,29,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-30,14.6,56,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-31,6.5,27,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-01,4.1,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-02,6.4,27,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-03,12.8,52,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-04,7.3,30,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-05,5.1,21,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-06,9.1,38,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-07,16.3,60,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-08,10.2,43,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-09,12.8,52,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-10,12.2,51,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-11,8.3,35,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-12,10.7,45,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-13,20.9,70,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-14,38.9,109,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-15,36.2,103,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-16,20,68,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-17,6.6,28,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-18,9.6,40,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-19,9.4,39,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-20,12.6,52,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-21,16.8,61,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-22,6.2,26,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-23,3.6,15,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-24,12.3,51,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-25,16.7,61,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-26,11.4,48,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-27,4.8,20,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-28,8.5,35,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-29,11.5,48,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-30,9.4,39,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-01,9.4,39,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-02,11.2,47,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-03,6.5,27,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-04,7,29,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-05,7.2,30,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-06,6,25,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-07,11.6,48,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-08,14,55,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-09,15,57,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-10,17.3,62,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-11,7.9,33,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-12,5.7,24,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-13,9.1,38,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-14,9.4,39,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-15,4.9,20,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-16,3.7,15,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-17,3.4,14,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-18,2.9,12,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-19,5.9,25,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-20,4.3,18,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-21,17.2,62,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-22,14,55,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-23,3.3,14,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-24,5.5,23,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-25,13.5,54,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-26,10.8,45,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-27,10.3,43,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-28,7.1,30,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-29,2,8,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-30,5.4,23,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-31,13,53,"Portland-Vancouver-Hillsboro, OR-WA"
2018-05-19,7.3,30,"Portland-Vancouver-Hillsboro, OR-WA"
2018-05-20,4,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-05-21,6.3,26,"Portland-Vancouver-Hillsboro, OR-WA"
2018-05-22,7.5,31,"Portland-Vancouver-Hillsboro, OR-WA"
2018-05-23,6.8,28,"Portland-Vancouver-Hillsboro, OR-WA"
2018-05-24,3.2,13,"Portland-Vancouver-Hillsboro, OR-WA"
2018-05-25,4.9,20,"Portland-Vancouver-Hillsboro, OR-WA"
2018-05-26,3.2,13,"Portland-Vancouver-Hillsboro, OR-WA"
2018-05-27,3.6,15,"Portland-Vancouver-Hillsboro, OR-WA"
2018-05-28,2.9,12,"Portland-Vancouver-Hillsboro, OR-WA"
2018-05-29,3.5,15,"Portland-Vancouver-Hillsboro, OR-WA"
2018-05-30,3.6,15,"Portland-Vancouver-Hillsboro, OR-WA"
2018-05-31,2.6,11,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-01,4.3,18,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-02,3.5,15,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-03,3.2,13,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-04,3.3,14,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-05,3.1,13,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-06,4,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-07,3.7,15,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-08,5.5,23,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-09,3.1,13,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-10,2.7,11,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-11,4.8,20,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-12,4.3,18,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-13,2.4,10,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-14,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-15,3.5,15,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-16,4.9,20,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-17,5.7,24,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-18,6.8,28,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-19,7.7,32,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-20,7.5,31,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-21,4.4,18,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-22,4,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-23,2.4,10,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-24,5.3,22,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-25,2.3,10,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-26,4,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-27,4,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-28,3.8,16,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-29,4.2,18,"Portland-Vancouver-Hillsboro, OR-WA"
2018-06-30,2.5,10,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-01,1.8,8,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-02,2.4,10,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-03,4.1,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-04,8.2,34,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-05,7.3,30,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-06,2.1,9,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-07,2.7,11,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-08,3.3,14,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-09,5.7,24,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-10,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-11,4.2,18,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-12,4.9,20,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-13,6,25,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-14,4.5,19,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-15,6.8,28,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-16,7.3,30,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-17,7.3,30,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-18,3.2,13,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-19,4.1,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-20,3.9,16,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-21,3.9,16,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-22,5.2,22,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-23,8.1,34,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-24,6.8,28,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-25,6.2,26,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-26,6.9,29,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-27,6.8,28,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-28,6.5,27,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-29,7.9,33,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-30,9.8,41,"Portland-Vancouver-Hillsboro, OR-WA"
2018-07-31,7.7,32,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-01,7.4,31,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-02,4,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-03,2.4,10,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-04,4.5,19,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-05,4.7,20,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-06,6.6,28,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-07,9.5,40,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-08,11,46,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-09,10.9,45,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-10,5.9,25,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-11,2.2,9,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-12,3.8,16,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-13,15,57,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-14,51.3,140,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-15,44.2,122,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-16,12,50,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-17,7.9,33,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-18,15.9,59,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-19,29.7,88,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-20,37.2,105,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-21,44.6,123,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-22,44.5,123,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-23,24.8,78,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-24,4,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-25,20.4,68,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-26,6.2,26,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-27,5.2,22,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-28,9.5,40,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-29,9,38,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-30,2.6,11,"Portland-Vancouver-Hillsboro, OR-WA"
2018-08-31,2.3,10,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-01,3.6,15,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-02,6,25,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-03,3.7,15,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-04,9.9,41,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-05,20.5,69,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-06,19.4,66,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-07,5.9,25,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-08,2.3,10,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-09,3.5,15,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-10,3.9,16,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-11,4.3,18,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-12,4.1,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-13,4,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-14,5.3,22,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-15,4,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-16,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-17,3.8,16,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-18,5.3,22,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-19,5.8,24,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-20,5,21,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-21,6.5,27,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-22,3.3,14,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-23,6.9,29,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-24,5.9,25,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-25,6.4,27,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-26,7.9,33,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-27,7.3,30,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-28,9.5,40,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-29,9.3,39,"Portland-Vancouver-Hillsboro, OR-WA"
2018-09-30,8.4,35,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-01,5,21,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-02,4.1,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-03,5.5,23,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-04,6.7,28,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-05,5.9,25,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-06,8.1,34,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-07,15.9,59,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-08,7.6,32,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-09,3.9,16,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-10,10.2,43,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-11,7.9,33,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-12,6.3,26,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-13,9,38,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-14,3.8,16,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-15,5.9,25,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-16,9.1,38,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-17,9.4,39,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-18,12.4,52,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-19,14.8,57,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-20,17,61,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-21,24.8,78,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-22,23.4,75,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-23,16.6,60,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-24,17.2,62,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-25,6.6,28,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-26,5.7,24,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-27,5.2,22,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-28,2.9,12,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-29,5.3,22,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-30,13.4,54,"Portland-Vancouver-Hillsboro, OR-WA"
2018-10-31,6.3,26,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-01,3.9,16,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-02,3.5,15,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-03,10.9,45,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-04,6.6,28,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-05,4.2,18,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-06,7.7,32,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-07,14.1,55,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-08,10.1,42,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-09,14.7,56,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-10,10.9,45,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-11,9.9,41,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-12,11,46,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-13,17.4,62,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-14,29.4,87,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-15,34.1,97,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-16,14.6,56,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-17,7.7,32,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-18,9,38,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-19,12.5,52,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-20,13.6,54,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-21,17.7,63,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-22,9,38,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-23,3.5,15,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-24,10.4,43,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-25,7.1,30,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-26,7.3,30,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-27,7.8,33,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-28,6.6,28,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-29,11.2,47,"Portland-Vancouver-Hillsboro, OR-WA"
2018-11-30,8.3,35,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-01,7.7,32,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-02,8.2,34,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-03,8.5,35,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-04,8.4,35,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-05,8,33,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-06,7,29,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-07,10.9,45,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-08,11.9,50,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-09,13.6,54,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-10,11.5,48,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-11,5.3,22,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-12,4.9,20,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-13,6.1,25,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-14,4.8,20,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-15,3.4,14,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-16,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-17,4.8,20,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-18,2.3,10,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-19,4.4,18,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-20,2.9,12,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-21,9.9,41,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-22,3.9,16,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-23,3.3,14,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-24,5.8,24,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-25,11,46,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-26,4.4,18,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-27,6.3,26,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-28,5.9,25,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-29,1.9,8,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-30,5.2,22,"Portland-Vancouver-Hillsboro, OR-WA"
2018-12-31,13.3,54,"Portland-Vancouver-Hillsboro, OR-WA"
2018-01-02,9.2,38,"Portland-Vancouver-Hillsboro, OR-WA"
2018-01-05,8.3,35,"Portland-Vancouver-Hillsboro, OR-WA"
2018-01-08,12,50,"Portland-Vancouver-Hillsboro, OR-WA"
2018-01-11,1.5,6,"Portland-Vancouver-Hillsboro, OR-WA"
2018-01-14,8.2,34,"Portland-Vancouver-Hillsboro, OR-WA"
2018-01-17,9.5,40,"Portland-Vancouver-Hillsboro, OR-WA"
2018-01-20,2.7,11,"Portland-Vancouver-Hillsboro, OR-WA"
2018-01-23,5,21,"Portland-Vancouver-Hillsboro, OR-WA"
2018-01-26,1.9,8,"Portland-Vancouver-Hillsboro, OR-WA"
2018-01-29,11.2,47,"Portland-Vancouver-Hillsboro, OR-WA"
2018-02-01,9.3,39,"Portland-Vancouver-Hillsboro, OR-WA"
2018-02-04,4.1,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-02-07,12.9,53,"Portland-Vancouver-Hillsboro, OR-WA"
2018-02-10,9.2,38,"Portland-Vancouver-Hillsboro, OR-WA"
2018-02-13,16.6,60,"Portland-Vancouver-Hillsboro, OR-WA"
2018-02-16,4.1,17,"Portland-Vancouver-Hillsboro, OR-WA"
2018-02-19,7.8,33,"Portland-Vancouver-Hillsboro, OR-WA"
2018-02-25,5.4,23,"Portland-Vancouver-Hillsboro, OR-WA"
2018-02-28,2,8,"Portland-Vancouver-Hillsboro, OR-WA"
2018-03-03,5.3,22,"Portland-Vancouver-Hillsboro, OR-WA"
2018-03-06,8,33,"Portland-Vancouver-Hillsboro, OR-WA"
2018-03-09,4.6,19,"Portland-Vancouver-Hillsboro, OR-WA"
2018-03-12,4.5,19,"Portland-Vancouver-Hillsboro, OR-WA"
